,Quarter,HB,CancerType,NumberOfEligibleReferrals31DayStandard,NumberOfEligibleReferralsTreatedWithin31Days,Date,Pandemic,PopSize,Pandemic_cat,JustPandemic,PandemicRecovery,HB_Cancertypes,Date_Cancertypes,Date_HB,Pandemic_cat_Cancertypes,Pandemic_cat_HB
1195,2014Q2,4,3,40,38,9,0.0,584220.0,0,0.0,0.0,43,93,130,3,4
1196,2014Q2,4,4,182,180,9,0.0,584220.0,0,0.0,0.0,44,94,130,4,4
1197,2014Q2,4,5,60,60,9,0.0,584220.0,0,0.0,0.0,45,95,130,5,4
1198,2014Q2,4,6,68,68,9,0.0,584220.0,0,0.0,0.0,46,96,130,6,4
1199,2014Q2,4,7,28,28,9,0.0,584220.0,0,0.0,0.0,47,97,130,7,4
1200,2014Q2,4,8,92,92,9,0.0,584220.0,0,0.0,0.0,48,98,130,8,4
1201,2014Q2,4,9,172,128,9,0.0,584220.0,0,0.0,0.0,49,99,130,9,4
1202,2014Q2,5,0,122,120,9,0.0,320730.0,0,0.0,0.0,50,90,131,0,5
1203,2014Q2,5,1,8,8,9,0.0,320730.0,0,0.0,0.0,51,91,131,1,5
1204,2014Q2,5,2,92,88,9,0.0,320730.0,0,0.0,0.0,52,92,131,2,5
1205,2014Q2,5,3,32,32,9,0.0,320730.0,0,0.0,0.0,53,93,131,3,5
1206,2014Q2,5,4,88,80,9,0.0,320730.0,0,0.0,0.0,54,94,131,4,5
1207,2014Q2,5,5,42,42,9,0.0,320730.0,0,0.0,0.0,55,95,131,5,5
1208,2014Q2,5,6,32,32,9,0.0,320730.0,0,0.0,0.0,56,96,131,6,5
1209,2014Q2,5,7,14,12,9,0.0,320730.0,0,0.0,0.0,57,97,131,7,5
1210,2014Q2,5,8,96,94,9,0.0,320730.0,0,0.0,0.0,58,98,131,8,5
1211,2014Q2,5,9,162,156,9,0.0,320730.0,0,0.0,0.0,59,99,131,9,5
1212,2014Q2,6,0,460,460,9,0.0,858120.0,0,0.0,0.0,60,90,132,0,6
1213,2014Q2,6,1,46,44,9,0.0,858120.0,0,0.0,0.0,61,91,132,1,6
1214,2014Q2,6,2,232,224,9,0.0,858120.0,0,0.0,0.0,62,92,132,2,6
1215,2014Q2,6,3,80,80,9,0.0,858120.0,0,0.0,0.0,63,93,132,3,6
1216,2014Q2,6,4,314,302,9,0.0,858120.0,0,0.0,0.0,64,94,132,4,6
1217,2014Q2,6,5,72,72,9,0.0,858120.0,0,0.0,0.0,65,95,132,5,6
1218,2014Q2,6,6,86,86,9,0.0,858120.0,0,0.0,0.0,66,96,132,6,6
1219,2014Q2,6,7,24,22,9,0.0,858120.0,0,0.0,0.0,67,97,132,7,6
1220,2014Q2,6,8,106,106,9,0.0,858120.0,0,0.0,0.0,68,98,132,8,6
1221,2014Q2,6,9,344,328,9,0.0,858120.0,0,0.0,0.0,69,99,132,9,6
1222,2014Q2,7,2,2,2,9,0.0,21580.0,0,0.0,0.0,71,92,133,2,7
1223,2014Q2,7,8,2,2,9,0.0,21580.0,0,0.0,0.0,73,98,133,8,7
1224,2014Q2,8,0,6,6,9,0.0,23220.0,0,0.0,0.0,75,90,134,0,8
1225,2014Q2,8,1,2,2,9,0.0,23220.0,0,0.0,0.0,138,91,134,1,8
1226,2014Q2,8,2,8,8,9,0.0,23220.0,0,0.0,0.0,76,92,134,2,8
1227,2014Q2,8,5,6,6,9,0.0,23220.0,0,0.0,0.0,79,95,134,5,8
1228,2014Q2,8,7,2,2,9,0.0,23220.0,0,0.0,0.0,130,97,134,7,8
1229,2014Q2,8,8,2,2,9,0.0,23220.0,0,0.0,0.0,81,98,134,8,8
1230,2014Q2,8,9,18,18,9,0.0,23220.0,0,0.0,0.0,82,99,134,9,8
1231,2014Q2,9,2,14,14,9,0.0,27250.0,0,0.0,0.0,83,92,135,2,9
1232,2014Q2,9,3,6,6,9,0.0,27250.0,0,0.0,0.0,84,93,135,3,9
1233,2014Q2,9,4,8,8,9,0.0,27250.0,0,0.0,0.0,85,94,135,4,9
1234,2014Q2,9,5,2,2,9,0.0,27250.0,0,0.0,0.0,136,95,135,5,9
1235,2014Q2,9,6,4,4,9,0.0,27250.0,0,0.0,0.0,86,96,135,6,9
1236,2014Q2,9,8,6,6,9,0.0,27250.0,0,0.0,0.0,87,98,135,8,9
1237,2014Q2,10,0,100,100,9,0.0,367250.0,0,0.0,0.0,89,90,136,0,10
1238,2014Q2,10,1,10,10,9,0.0,367250.0,0,0.0,0.0,90,91,136,1,10
1239,2014Q2,10,2,100,98,9,0.0,367250.0,0,0.0,0.0,91,92,136,2,10
1240,2014Q2,10,3,32,26,9,0.0,367250.0,0,0.0,0.0,92,93,136,3,10
1241,2014Q2,10,4,162,154,9,0.0,367250.0,0,0.0,0.0,93,94,136,4,10
1242,2014Q2,10,5,28,28,9,0.0,367250.0,0,0.0,0.0,94,95,136,5,10
1243,2014Q2,10,6,22,22,9,0.0,367250.0,0,0.0,0.0,95,96,136,6,10
1244,2014Q2,10,7,24,24,9,0.0,367250.0,0,0.0,0.0,96,97,136,7,10
1245,2014Q2,10,8,74,74,9,0.0,367250.0,0,0.0,0.0,97,98,136,8,10
1246,2014Q2,10,9,162,150,9,0.0,367250.0,0,0.0,0.0,98,99,136,9,10
1247,2014Q2,11,0,182,182,9,0.0,413800.0,0,0.0,0.0,99,90,137,0,11
1248,2014Q2,11,1,26,24,9,0.0,413800.0,0,0.0,0.0,100,91,137,1,11
1249,2014Q2,11,2,152,152,9,0.0,413800.0,0,0.0,0.0,101,92,137,2,11
1250,2014Q2,11,3,34,34,9,0.0,413800.0,0,0.0,0.0,102,93,137,3,11
1251,2014Q2,11,4,196,190,9,0.0,413800.0,0,0.0,0.0,103,94,137,4,11
1252,2014Q2,11,6,52,48,9,0.0,413800.0,0,0.0,0.0,105,96,137,6,11
1253,2014Q2,11,7,2,2,9,0.0,413800.0,0,0.0,0.0,106,97,137,7,11
1254,2014Q2,11,8,134,134,9,0.0,413800.0,0,0.0,0.0,107,98,137,8,11
1255,2014Q2,11,9,210,190,9,0.0,413800.0,0,0.0,0.0,108,99,137,9,11
1256,2014Q2,12,0,698,642,9,0.0,1142590.0,0,0.0,0.0,109,90,138,0,12
1257,2014Q2,12,1,34,34,9,0.0,1142590.0,0,0.0,0.0,110,91,138,1,12
1258,2014Q2,12,2,410,398,9,0.0,1142590.0,0,0.0,0.0,111,92,138,2,12
1259,2014Q2,12,3,140,126,9,0.0,1142590.0,0,0.0,0.0,112,93,138,3,12
1260,2014Q2,12,4,586,582,9,0.0,1142590.0,0,0.0,0.0,113,94,138,4,12
1261,2014Q2,12,5,126,126,9,0.0,1142590.0,0,0.0,0.0,114,95,138,5,12
1262,2014Q2,12,6,134,134,9,0.0,1142590.0,0,0.0,0.0,115,96,138,6,12
1263,2014Q2,12,7,36,36,9,0.0,1142590.0,0,0.0,0.0,116,97,138,7,12
1264,2014Q2,12,8,254,250,9,0.0,1142590.0,0,0.0,0.0,117,98,138,8,12
1265,2014Q2,12,9,582,514,9,0.0,1142590.0,0,0.0,0.0,118,99,138,9,12
1266,2014Q2,13,0,184,182,9,0.0,653300.0,0,0.0,0.0,119,90,139,0,13
1267,2014Q2,13,1,18,18,9,0.0,653300.0,0,0.0,0.0,120,91,139,1,13
1268,2014Q2,13,2,172,170,9,0.0,653300.0,0,0.0,0.0,121,92,139,2,13
1269,2014Q2,13,3,60,54,9,0.0,653300.0,0,0.0,0.0,122,93,139,3,13
1270,2014Q2,13,4,248,246,9,0.0,653300.0,0,0.0,0.0,123,94,139,4,13
1271,2014Q2,13,5,50,50,9,0.0,653300.0,0,0.0,0.0,124,95,139,5,13
1272,2014Q2,13,6,62,60,9,0.0,653300.0,0,0.0,0.0,125,96,139,6,13
1273,2014Q2,13,7,28,28,9,0.0,653300.0,0,0.0,0.0,126,97,139,7,13
1274,2014Q2,13,8,128,128,9,0.0,653300.0,0,0.0,0.0,127,98,139,8,13
1275,2014Q2,13,9,232,206,9,0.0,653300.0,0,0.0,0.0,128,99,139,9,13
1276,2014Q3,0,0,208,208,10,0.0,371140.0,0,0.0,0.0,0,100,140,0,0
1277,2014Q3,0,1,24,24,10,0.0,371140.0,0,0.0,0.0,1,101,140,1,0
1278,2014Q3,0,2,126,124,10,0.0,371140.0,0,0.0,0.0,2,102,140,2,0
1279,2014Q3,0,3,38,38,10,0.0,371140.0,0,0.0,0.0,3,103,140,3,0
1280,2014Q3,0,4,154,154,10,0.0,371140.0,0,0.0,0.0,4,104,140,4,0
1281,2014Q3,0,5,34,34,10,0.0,371140.0,0,0.0,0.0,5,105,140,5,0
1282,2014Q3,0,6,50,50,10,0.0,371140.0,0,0.0,0.0,6,106,140,6,0
1283,2014Q3,0,7,24,24,10,0.0,371140.0,0,0.0,0.0,7,107,140,7,0
1284,2014Q3,0,8,98,98,10,0.0,371140.0,0,0.0,0.0,8,108,140,8,0
1285,2014Q3,0,9,210,198,10,0.0,371140.0,0,0.0,0.0,9,109,140,9,0
1286,2014Q3,1,0,20,20,10,0.0,114040.0,0,0.0,0.0,10,100,141,0,1
1287,2014Q3,1,1,2,2,10,0.0,114040.0,0,0.0,0.0,11,101,141,1,1
1288,2014Q3,1,2,46,46,10,0.0,114040.0,0,0.0,0.0,12,102,141,2,1
1289,2014Q3,1,3,4,4,10,0.0,114040.0,0,0.0,0.0,13,103,141,3,1
1290,2014Q3,1,4,54,54,10,0.0,114040.0,0,0.0,0.0,14,104,141,4,1
1291,2014Q3,1,5,8,8,10,0.0,114040.0,0,0.0,0.0,15,105,141,5,1
1292,2014Q3,1,6,14,14,10,0.0,114040.0,0,0.0,0.0,16,106,141,6,1
1293,2014Q3,1,7,4,4,10,0.0,114040.0,0,0.0,0.0,17,107,141,7,1
1294,2014Q3,1,8,34,34,10,0.0,114040.0,0,0.0,0.0,18,108,141,8,1
1295,2014Q3,1,9,64,62,10,0.0,114040.0,0,0.0,0.0,19,109,141,9,1
1296,2014Q3,2,0,48,48,10,0.0,149960.0,0,0.0,0.0,20,100,142,0,2
1297,2014Q3,2,1,6,6,10,0.0,149960.0,0,0.0,0.0,21,101,142,1,2
1298,2014Q3,2,2,62,62,10,0.0,149960.0,0,0.0,0.0,22,102,142,2,2
1299,2014Q3,2,3,10,8,10,0.0,149960.0,0,0.0,0.0,23,103,142,3,2
1300,2014Q3,2,4,94,94,10,0.0,149960.0,0,0.0,0.0,24,104,142,4,2
1301,2014Q3,2,5,10,10,10,0.0,149960.0,0,0.0,0.0,25,105,142,5,2
1302,2014Q3,2,6,32,32,10,0.0,149960.0,0,0.0,0.0,26,106,142,6,2
1303,2014Q3,2,7,10,10,10,0.0,149960.0,0,0.0,0.0,27,107,142,7,2
1304,2014Q3,2,8,52,52,10,0.0,149960.0,0,0.0,0.0,28,108,142,8,2
1305,2014Q3,2,9,110,108,10,0.0,149960.0,0,0.0,0.0,29,109,142,9,2
1306,2014Q3,3,0,84,82,10,0.0,300400.0,0,0.0,0.0,30,100,143,0,3
1307,2014Q3,3,1,6,6,10,0.0,300400.0,0,0.0,0.0,31,101,143,1,3
1308,2014Q3,3,2,86,80,10,0.0,300400.0,0,0.0,0.0,32,102,143,2,3
1309,2014Q3,3,3,32,28,10,0.0,300400.0,0,0.0,0.0,33,103,143,3,3
1310,2014Q3,3,4,130,128,10,0.0,300400.0,0,0.0,0.0,34,104,143,4,3
1311,2014Q3,3,5,20,20,10,0.0,300400.0,0,0.0,0.0,35,105,143,5,3
1312,2014Q3,3,6,20,18,10,0.0,300400.0,0,0.0,0.0,36,106,143,6,3
1313,2014Q3,3,7,10,10,10,0.0,300400.0,0,0.0,0.0,37,107,143,7,3
1314,2014Q3,3,8,46,46,10,0.0,300400.0,0,0.0,0.0,38,108,143,8,3
1315,2014Q3,3,9,138,136,10,0.0,300400.0,0,0.0,0.0,39,109,143,9,3
1316,2014Q3,4,0,184,182,10,0.0,584220.0,0,0.0,0.0,40,100,144,0,4
1317,2014Q3,4,1,10,10,10,0.0,584220.0,0,0.0,0.0,41,101,144,1,4
1318,2014Q3,4,2,162,154,10,0.0,584220.0,0,0.0,0.0,42,102,144,2,4
1319,2014Q3,4,3,72,68,10,0.0,584220.0,0,0.0,0.0,43,103,144,3,4
1320,2014Q3,4,4,206,206,10,0.0,584220.0,0,0.0,0.0,44,104,144,4,4
1321,2014Q3,4,5,20,20,10,0.0,584220.0,0,0.0,0.0,45,105,144,5,4
1322,2014Q3,4,6,72,72,10,0.0,584220.0,0,0.0,0.0,46,106,144,6,4
1323,2014Q3,4,7,30,30,10,0.0,584220.0,0,0.0,0.0,47,107,144,7,4
1324,2014Q3,4,8,140,140,10,0.0,584220.0,0,0.0,0.0,48,108,144,8,4
1325,2014Q3,4,9,168,132,10,0.0,584220.0,0,0.0,0.0,49,109,144,9,4
1326,2014Q3,5,0,136,132,10,0.0,320730.0,0,0.0,0.0,50,100,145,0,5
1327,2014Q3,5,1,2,2,10,0.0,320730.0,0,0.0,0.0,51,101,145,1,5
1328,2014Q3,5,2,78,78,10,0.0,320730.0,0,0.0,0.0,52,102,145,2,5
1329,2014Q3,5,3,34,34,10,0.0,320730.0,0,0.0,0.0,53,103,145,3,5
1330,2014Q3,5,4,56,54,10,0.0,320730.0,0,0.0,0.0,54,104,145,4,5
1331,2014Q3,5,5,34,34,10,0.0,320730.0,0,0.0,0.0,55,105,145,5,5
1332,2014Q3,5,6,40,36,10,0.0,320730.0,0,0.0,0.0,56,106,145,6,5
1333,2014Q3,5,7,14,14,10,0.0,320730.0,0,0.0,0.0,57,107,145,7,5
1334,2014Q3,5,8,94,90,10,0.0,320730.0,0,0.0,0.0,58,108,145,8,5
1335,2014Q3,5,9,162,128,10,0.0,320730.0,0,0.0,0.0,59,109,145,9,5
1336,2014Q3,6,0,458,458,10,0.0,858120.0,0,0.0,0.0,60,100,146,0,6
1337,2014Q3,6,1,52,50,10,0.0,858120.0,0,0.0,0.0,61,101,146,1,6
1338,2014Q3,6,2,208,206,10,0.0,858120.0,0,0.0,0.0,62,102,146,2,6
1339,2014Q3,6,3,72,66,10,0.0,858120.0,0,0.0,0.0,63,103,146,3,6
1340,2014Q3,6,4,310,310,10,0.0,858120.0,0,0.0,0.0,64,104,146,4,6
1341,2014Q3,6,5,72,72,10,0.0,858120.0,0,0.0,0.0,65,105,146,5,6
1342,2014Q3,6,6,102,102,10,0.0,858120.0,0,0.0,0.0,66,106,146,6,6
1343,2014Q3,6,7,26,26,10,0.0,858120.0,0,0.0,0.0,67,107,146,7,6
1344,2014Q3,6,8,94,94,10,0.0,858120.0,0,0.0,0.0,68,108,146,8,6
1345,2014Q3,6,9,350,332,10,0.0,858120.0,0,0.0,0.0,69,109,146,9,6
1346,2014Q3,7,0,6,6,10,0.0,21580.0,0,0.0,0.0,70,100,147,0,7
1347,2014Q3,7,2,4,4,10,0.0,21580.0,0,0.0,0.0,71,102,147,2,7
1348,2014Q3,7,5,2,2,10,0.0,21580.0,0,0.0,0.0,129,105,147,5,7
1349,2014Q3,7,8,6,6,10,0.0,21580.0,0,0.0,0.0,73,108,147,8,7
1350,2014Q3,7,9,4,4,10,0.0,21580.0,0,0.0,0.0,74,109,147,9,7
1351,2014Q3,8,0,2,2,10,0.0,23220.0,0,0.0,0.0,75,100,148,0,8
1352,2014Q3,8,2,8,8,10,0.0,23220.0,0,0.0,0.0,76,102,148,2,8
1353,2014Q3,8,3,2,2,10,0.0,23220.0,0,0.0,0.0,77,103,148,3,8
1354,2014Q3,8,4,4,4,10,0.0,23220.0,0,0.0,0.0,78,104,148,4,8
1355,2014Q3,8,6,2,2,10,0.0,23220.0,0,0.0,0.0,80,106,148,6,8
1356,2014Q3,8,8,4,4,10,0.0,23220.0,0,0.0,0.0,81,108,148,8,8
1357,2014Q3,8,9,16,16,10,0.0,23220.0,0,0.0,0.0,82,109,148,9,8
1358,2014Q3,9,0,2,2,10,0.0,27250.0,0,0.0,0.0,137,100,149,0,9
1359,2014Q3,9,2,14,14,10,0.0,27250.0,0,0.0,0.0,83,102,149,2,9
1360,2014Q3,9,3,4,4,10,0.0,27250.0,0,0.0,0.0,84,103,149,3,9
1361,2014Q3,9,4,14,14,10,0.0,27250.0,0,0.0,0.0,85,104,149,4,9
1362,2014Q3,9,6,2,2,10,0.0,27250.0,0,0.0,0.0,86,106,149,6,9
1363,2014Q3,9,7,2,2,10,0.0,27250.0,0,0.0,0.0,131,107,149,7,9
1364,2014Q3,9,8,4,4,10,0.0,27250.0,0,0.0,0.0,87,108,149,8,9
1365,2014Q3,10,0,86,86,10,0.0,367250.0,0,0.0,0.0,89,100,150,0,10
1366,2014Q3,10,1,6,6,10,0.0,367250.0,0,0.0,0.0,90,101,150,1,10
1367,2014Q3,10,2,110,110,10,0.0,367250.0,0,0.0,0.0,91,102,150,2,10
1368,2014Q3,10,3,24,22,10,0.0,367250.0,0,0.0,0.0,92,103,150,3,10
1369,2014Q3,10,4,130,130,10,0.0,367250.0,0,0.0,0.0,93,104,150,4,10
1370,2014Q3,10,5,36,36,10,0.0,367250.0,0,0.0,0.0,94,105,150,5,10
1371,2014Q3,10,6,12,12,10,0.0,367250.0,0,0.0,0.0,95,106,150,6,10
1372,2014Q3,10,7,14,14,10,0.0,367250.0,0,0.0,0.0,96,107,150,7,10
1373,2014Q3,10,8,52,52,10,0.0,367250.0,0,0.0,0.0,97,108,150,8,10
1374,2014Q3,10,9,206,182,10,0.0,367250.0,0,0.0,0.0,98,109,150,9,10
1375,2014Q3,11,0,192,192,10,0.0,413800.0,0,0.0,0.0,99,100,151,0,11
1376,2014Q3,11,1,18,18,10,0.0,413800.0,0,0.0,0.0,100,101,151,1,11
1377,2014Q3,11,2,146,142,10,0.0,413800.0,0,0.0,0.0,101,102,151,2,11
1378,2014Q3,11,3,44,42,10,0.0,413800.0,0,0.0,0.0,102,103,151,3,11
1379,2014Q3,11,4,190,188,10,0.0,413800.0,0,0.0,0.0,103,104,151,4,11
1380,2014Q3,11,6,60,56,10,0.0,413800.0,0,0.0,0.0,105,106,151,6,11
1381,2014Q3,11,8,148,148,10,0.0,413800.0,0,0.0,0.0,107,108,151,8,11
1382,2014Q3,11,9,264,248,10,0.0,413800.0,0,0.0,0.0,108,109,151,9,11
1383,2014Q3,12,0,732,662,10,0.0,1142590.0,0,0.0,0.0,109,100,152,0,12
1384,2014Q3,12,1,16,16,10,0.0,1142590.0,0,0.0,0.0,110,101,152,1,12
1385,2014Q3,12,2,460,446,10,0.0,1142590.0,0,0.0,0.0,111,102,152,2,12
1386,2014Q3,12,3,166,166,10,0.0,1142590.0,0,0.0,0.0,112,103,152,3,12
1387,2014Q3,12,4,666,666,10,0.0,1142590.0,0,0.0,0.0,113,104,152,4,12
1388,2014Q3,12,5,144,144,10,0.0,1142590.0,0,0.0,0.0,114,105,152,5,12
1389,2014Q3,12,6,152,152,10,0.0,1142590.0,0,0.0,0.0,115,106,152,6,12
1390,2014Q3,12,7,48,48,10,0.0,1142590.0,0,0.0,0.0,116,107,152,7,12
1391,2014Q3,12,8,262,254,10,0.0,1142590.0,0,0.0,0.0,117,108,152,8,12
1392,2014Q3,12,9,568,500,10,0.0,1142590.0,0,0.0,0.0,118,109,152,9,12
1393,2014Q3,13,0,154,152,10,0.0,653300.0,0,0.0,0.0,119,100,153,0,13
1394,2014Q3,13,1,14,14,10,0.0,653300.0,0,0.0,0.0,120,101,153,1,13
1395,2014Q3,13,2,160,160,10,0.0,653300.0,0,0.0,0.0,121,102,153,2,13
1396,2014Q3,13,3,64,64,10,0.0,653300.0,0,0.0,0.0,122,103,153,3,13
1397,2014Q3,13,4,218,218,10,0.0,653300.0,0,0.0,0.0,123,104,153,4,13
1398,2014Q3,13,5,52,52,10,0.0,653300.0,0,0.0,0.0,124,105,153,5,13
1399,2014Q3,13,6,54,54,10,0.0,653300.0,0,0.0,0.0,125,106,153,6,13
1400,2014Q3,13,7,18,18,10,0.0,653300.0,0,0.0,0.0,126,107,153,7,13
1401,2014Q3,13,8,84,84,10,0.0,653300.0,0,0.0,0.0,127,108,153,8,13
1402,2014Q3,13,9,200,188,10,0.0,653300.0,0,0.0,0.0,128,109,153,9,13
1403,2014Q4,0,0,208,208,11,0.0,371140.0,0,0.0,0.0,0,110,154,0,0
1404,2014Q4,0,1,4,4,11,0.0,371140.0,0,0.0,0.0,1,111,154,1,0
1405,2014Q4,0,2,100,98,11,0.0,371140.0,0,0.0,0.0,2,112,154,2,0
1406,2014Q4,0,3,40,38,11,0.0,371140.0,0,0.0,0.0,3,113,154,3,0
1407,2014Q4,0,4,158,158,11,0.0,371140.0,0,0.0,0.0,4,114,154,4,0
1408,2014Q4,0,5,30,30,11,0.0,371140.0,0,0.0,0.0,5,115,154,5,0
1409,2014Q4,0,6,40,40,11,0.0,371140.0,0,0.0,0.0,6,116,154,6,0
1410,2014Q4,0,7,18,18,11,0.0,371140.0,0,0.0,0.0,7,117,154,7,0
1411,2014Q4,0,8,98,98,11,0.0,371140.0,0,0.0,0.0,8,118,154,8,0
1412,2014Q4,0,9,182,178,11,0.0,371140.0,0,0.0,0.0,9,119,154,9,0
1413,2014Q4,1,0,44,44,11,0.0,114040.0,0,0.0,0.0,10,110,155,0,1
1414,2014Q4,1,1,2,2,11,0.0,114040.0,0,0.0,0.0,11,111,155,1,1
1415,2014Q4,1,2,26,26,11,0.0,114040.0,0,0.0,0.0,12,112,155,2,1
1416,2014Q4,1,3,6,6,11,0.0,114040.0,0,0.0,0.0,13,113,155,3,1
1417,2014Q4,1,4,56,56,11,0.0,114040.0,0,0.0,0.0,14,114,155,4,1
1418,2014Q4,1,5,12,12,11,0.0,114040.0,0,0.0,0.0,15,115,155,5,1
1419,2014Q4,1,6,20,20,11,0.0,114040.0,0,0.0,0.0,16,116,155,6,1
1420,2014Q4,1,7,16,16,11,0.0,114040.0,0,0.0,0.0,17,117,155,7,1
1421,2014Q4,1,8,46,46,11,0.0,114040.0,0,0.0,0.0,18,118,155,8,1
1422,2014Q4,1,9,54,46,11,0.0,114040.0,0,0.0,0.0,19,119,155,9,1
1423,2014Q4,2,0,38,38,11,0.0,149960.0,0,0.0,0.0,20,110,156,0,2
1424,2014Q4,2,1,2,2,11,0.0,149960.0,0,0.0,0.0,21,111,156,1,2
1425,2014Q4,2,2,44,44,11,0.0,149960.0,0,0.0,0.0,22,112,156,2,2
1426,2014Q4,2,3,14,14,11,0.0,149960.0,0,0.0,0.0,23,113,156,3,2
1427,2014Q4,2,4,82,82,11,0.0,149960.0,0,0.0,0.0,24,114,156,4,2
1428,2014Q4,2,5,30,30,11,0.0,149960.0,0,0.0,0.0,25,115,156,5,2
1429,2014Q4,2,6,22,22,11,0.0,149960.0,0,0.0,0.0,26,116,156,6,2
1430,2014Q4,2,7,6,6,11,0.0,149960.0,0,0.0,0.0,27,117,156,7,2
1431,2014Q4,2,8,46,46,11,0.0,149960.0,0,0.0,0.0,28,118,156,8,2
1432,2014Q4,2,9,120,112,11,0.0,149960.0,0,0.0,0.0,29,119,156,9,2
1433,2014Q4,3,0,94,90,11,0.0,300400.0,0,0.0,0.0,30,110,157,0,3
1434,2014Q4,3,1,14,12,11,0.0,300400.0,0,0.0,0.0,31,111,157,1,3
1435,2014Q4,3,2,90,90,11,0.0,300400.0,0,0.0,0.0,32,112,157,2,3
1436,2014Q4,3,3,22,22,11,0.0,300400.0,0,0.0,0.0,33,113,157,3,3
1437,2014Q4,3,4,138,138,11,0.0,300400.0,0,0.0,0.0,34,114,157,4,3
1438,2014Q4,3,5,32,32,11,0.0,300400.0,0,0.0,0.0,35,115,157,5,3
1439,2014Q4,3,6,30,28,11,0.0,300400.0,0,0.0,0.0,36,116,157,6,3
1440,2014Q4,3,7,22,22,11,0.0,300400.0,0,0.0,0.0,37,117,157,7,3
1441,2014Q4,3,8,64,64,11,0.0,300400.0,0,0.0,0.0,38,118,157,8,3
1442,2014Q4,3,9,134,134,11,0.0,300400.0,0,0.0,0.0,39,119,157,9,3
1443,2014Q4,4,0,204,202,11,0.0,584220.0,0,0.0,0.0,40,110,158,0,4
1444,2014Q4,4,1,20,20,11,0.0,584220.0,0,0.0,0.0,41,111,158,1,4
1445,2014Q4,4,2,152,152,11,0.0,584220.0,0,0.0,0.0,42,112,158,2,4
1446,2014Q4,4,3,60,60,11,0.0,584220.0,0,0.0,0.0,43,113,158,3,4
1447,2014Q4,4,4,202,200,11,0.0,584220.0,0,0.0,0.0,44,114,158,4,4
1448,2014Q4,4,5,22,22,11,0.0,584220.0,0,0.0,0.0,45,115,158,5,4
1449,2014Q4,4,6,58,58,11,0.0,584220.0,0,0.0,0.0,46,116,158,6,4
1450,2014Q4,4,7,32,30,11,0.0,584220.0,0,0.0,0.0,47,117,158,7,4
1451,2014Q4,4,8,116,114,11,0.0,584220.0,0,0.0,0.0,48,118,158,8,4
1452,2014Q4,4,9,162,152,11,0.0,584220.0,0,0.0,0.0,49,119,158,9,4
1453,2014Q4,5,0,116,114,11,0.0,320730.0,0,0.0,0.0,50,110,159,0,5
1454,2014Q4,5,1,2,2,11,0.0,320730.0,0,0.0,0.0,51,111,159,1,5
1455,2014Q4,5,2,76,74,11,0.0,320730.0,0,0.0,0.0,52,112,159,2,5
1456,2014Q4,5,3,28,28,11,0.0,320730.0,0,0.0,0.0,53,113,159,3,5
1457,2014Q4,5,4,108,108,11,0.0,320730.0,0,0.0,0.0,54,114,159,4,5
1458,2014Q4,5,5,40,40,11,0.0,320730.0,0,0.0,0.0,55,115,159,5,5
1459,2014Q4,5,6,30,24,11,0.0,320730.0,0,0.0,0.0,56,116,159,6,5
1460,2014Q4,5,7,18,18,11,0.0,320730.0,0,0.0,0.0,57,117,159,7,5
1461,2014Q4,5,8,58,56,11,0.0,320730.0,0,0.0,0.0,58,118,159,8,5
1462,2014Q4,5,9,106,94,11,0.0,320730.0,0,0.0,0.0,59,119,159,9,5
1463,2014Q4,6,0,464,464,11,0.0,858120.0,0,0.0,0.0,60,110,160,0,6
1464,2014Q4,6,1,38,36,11,0.0,858120.0,0,0.0,0.0,61,111,160,1,6
1465,2014Q4,6,2,212,204,11,0.0,858120.0,0,0.0,0.0,62,112,160,2,6
1466,2014Q4,6,3,70,68,11,0.0,858120.0,0,0.0,0.0,63,113,160,3,6
1467,2014Q4,6,4,340,340,11,0.0,858120.0,0,0.0,0.0,64,114,160,4,6
1468,2014Q4,6,5,62,62,11,0.0,858120.0,0,0.0,0.0,65,115,160,5,6
1469,2014Q4,6,6,106,106,11,0.0,858120.0,0,0.0,0.0,66,116,160,6,6
1470,2014Q4,6,7,28,26,11,0.0,858120.0,0,0.0,0.0,67,117,160,7,6
1471,2014Q4,6,8,98,98,11,0.0,858120.0,0,0.0,0.0,68,118,160,8,6
1472,2014Q4,6,9,294,274,11,0.0,858120.0,0,0.0,0.0,69,119,160,9,6
1473,2014Q4,7,0,4,4,11,0.0,21580.0,0,0.0,0.0,70,110,161,0,7
1474,2014Q4,7,2,2,2,11,0.0,21580.0,0,0.0,0.0,71,112,161,2,7
1475,2014Q4,7,3,2,2,11,0.0,21580.0,0,0.0,0.0,72,113,161,3,7
1476,2014Q4,7,4,2,2,11,0.0,21580.0,0,0.0,0.0,132,114,161,4,7
1477,2014Q4,7,8,2,2,11,0.0,21580.0,0,0.0,0.0,73,118,161,8,7
1478,2014Q4,7,9,4,4,11,0.0,21580.0,0,0.0,0.0,74,119,161,9,7
1479,2014Q4,8,0,12,12,11,0.0,23220.0,0,0.0,0.0,75,110,162,0,8
1480,2014Q4,8,2,12,12,11,0.0,23220.0,0,0.0,0.0,76,112,162,2,8
1481,2014Q4,8,3,2,2,11,0.0,23220.0,0,0.0,0.0,77,113,162,3,8
1482,2014Q4,8,4,2,2,11,0.0,23220.0,0,0.0,0.0,78,114,162,4,8
